job_title,location,industry,employment_type,tone,salary_min,salary_max,currency,keywords,benefits,summary,created_at,status,uuid
Climate Change Analyst,"Bratislava, Slovakia",Environmental Services,Full-time,corporate,29076,50883,EUR,"environment, climate, analytics","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Climate Change Analyst in Bratislava, Slovakia with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,12de0b63-b425-4040-9d33-519eda9738eb
Cloud Architect,"Bratislava, Slovakia",Information Technology,Full-time,corporate,43323,75815,EUR,"cloud, architecture, technology","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Cloud Architect in Bratislava, Slovakia with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,49523720-9153-4596-9051-498ca2bf74ff
Cloud Security Specialist,"Bratislava, Slovakia",Cybersecurity,Full-time,corporate,37518,65657,EUR,"security, cloud, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Cloud Security Specialist in Bratislava, Slovakia with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,1e54f93d-556a-465d-bb9a-0c81cfe859a8
Compliance Officer,"Bratislava, Slovakia",Legal & Compliance,Full-time,corporate,33233,58158,EUR,"compliance, legal, business","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Compliance Officer in Bratislava, Slovakia with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,38010321-9bad-4636-aadc-437543097fd2
Corporate Social Responsibility Manager,"Bratislava, Slovakia",Corporate Social Responsibility,Full-time,corporate,41812,73171,EUR,"csr, sustainability, management","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Corporate Social Responsibility Manager in Bratislava, Slovakia with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,d7dfb2b1-9b5e-49d1-8225-c8755453242c
Customer Experience Designer,"Bratislava, Slovakia",Customer Experience,Full-time,corporate,35030,61302,EUR,"customer, design, experience","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Customer Experience Designer in Bratislava, Slovakia with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,97476c6a-aa09-4a23-9306-4248c0a2892c
Cybersecurity Analyst,"Bratislava, Slovakia",Cybersecurity,Full-time,corporate,39092,68412,EUR,"security, cybersecurity, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cybersecurity Analyst in Bratislava, Slovakia with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,5d6ea30d-a538-4411-bfce-ea5c809c8b2f
Data Governance Specialist,"Bratislava, Slovakia",Data Management,Full-time,corporate,40633,71108,EUR,"data, governance, compliance","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Data Governance Specialist in Bratislava, Slovakia with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,0404dcf8-4429-42cd-8af8-571c83421e19
Data Privacy Officer,"Bratislava, Slovakia",Data Management,Full-time,corporate,42843,74976,EUR,"data, privacy, compliance","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Data Privacy Officer in Bratislava, Slovakia with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,b385c334-2533-498e-a719-5ba51d734ba0
Digital Content Manager,"Bratislava, Slovakia",Marketing,Full-time,corporate,28606,50062,EUR,"content, digital, marketing","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Digital Content Manager in Bratislava, Slovakia with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,729a9eb6-bda9-4508-888e-cd5548ff4f72
Digital Transformation Consultant,"Bratislava, Slovakia",Digital Consulting,Full-time,corporate,38604,67558,EUR,"digital, consulting, business","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Digital Transformation Consultant in Bratislava, Slovakia with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,64ed5d71-102d-4a84-bfdc-8b5c0e00641d
Diversity and Inclusion Specialist,"Bratislava, Slovakia",Human Resources,Full-time,corporate,34809,60916,EUR,"hr, diversity, inclusion","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Diversity and Inclusion Specialist in Bratislava, Slovakia with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,070268c0-c333-4dd0-b771-dc09ecf21891
E-commerce Specialist,"Bratislava, Slovakia",E-commerce,Full-time,corporate,37983,66471,EUR,"ecommerce, digital, business","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced E-commerce Specialist in Bratislava, Slovakia with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,e240eebf-9ef7-4d42-a353-52fd92620555
AI Governance Specialist,"Oslo, Norway",Artificial Intelligence,Full-time,corporate,992781,1680090,NOK,"ai, governance, compliance","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced AI Governance Specialist in Oslo, Norway with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,ece15a12-4ed6-4819-8b3b-bd186c7e3fcf
AI Product Manager,"Oslo, Norway",Artificial Intelligence,Full-time,corporate,1076528,1821818,NOK,"ai, product, management","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced AI Product Manager in Oslo, Norway with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,9619a1bb-f0aa-4f4b-ba08-5d97842f33be
AI Trainer,"Oslo, Norway",Artificial Intelligence,Full-time,corporate,955841,1617577,NOK,"ai, training, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Trainer in Oslo, Norway with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,dde7ca42-9888-4b4b-ac8a-a53843cf9296
Carbon Emissions Analyst,"Oslo, Norway",Environmental Services,Full-time,corporate,760167,1286436,NOK,"sustainability, environment, analytics","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Carbon Emissions Analyst in Oslo, Norway with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,c16f8317-9f44-4268-9267-3aa5287bf5c5
Climate Change Analyst,"Oslo, Norway",Environmental Services,Full-time,corporate,746181,1262768,NOK,"environment, climate, analytics","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Climate Change Analyst in Oslo, Norway with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,4b76e946-357a-414b-b6f6-ca09fa6e75f7
Cloud Architect,"Oslo, Norway",Information Technology,Full-time,corporate,1049744,1776491,NOK,"cloud, architecture, technology","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Cloud Architect in Oslo, Norway with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,2aa23858-8c91-4fba-8486-2333132a3feb
Cloud Security Specialist,"Oslo, Norway",Cybersecurity,Full-time,corporate,967456,1637234,NOK,"security, cloud, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Cloud Security Specialist in Oslo, Norway with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,ff923cb1-b0fa-4ff1-a3b5-773e1a633dd8
Compliance Officer,"Oslo, Norway",Legal & Compliance,Full-time,corporate,936807,1585366,NOK,"compliance, legal, business","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Compliance Officer in Oslo, Norway with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,14558a1a-c753-490d-a11b-eec22d84d2cd
Corporate Social Responsibility Manager,"Oslo, Norway",Corporate Social Responsibility,Full-time,corporate,955059,1616254,NOK,"csr, sustainability, management","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Corporate Social Responsibility Manager in Oslo, Norway with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,6aac3423-7aeb-43e7-819d-d3b3afec9021
Customer Experience Designer,"Oslo, Norway",Customer Experience,Full-time,corporate,804895,1362130,NOK,"customer, design, experience","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Customer Experience Designer in Oslo, Norway with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,b514fac3-185a-4e4e-8af6-2803862fa68e
Cybersecurity Analyst,"Oslo, Norway",Cybersecurity,Full-time,corporate,914633,1547841,NOK,"security, cybersecurity, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Cybersecurity Analyst in Oslo, Norway with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,b5da47b7-1666-4211-8d87-2919bcefa833
Data Governance Specialist,"Oslo, Norway",Data Management,Full-time,corporate,900153,1523337,NOK,"data, governance, compliance","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Data Governance Specialist in Oslo, Norway with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,7294c0f8-eefd-47a9-bd79-5a3a9bc2f4d1
Data Privacy Officer,"Oslo, Norway",Data Management,Full-time,corporate,1051354,1779215,NOK,"data, privacy, compliance","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Data Privacy Officer in Oslo, Norway with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,e7e20fc3-5539-45d0-a527-605bba8d31ba
Digital Content Manager,"Oslo, Norway",Marketing,Full-time,corporate,755244,1278106,NOK,"content, digital, marketing","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Digital Content Manager in Oslo, Norway with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,891c0ce2-8cfc-42f1-8cb0-f6ab8a6e0455
Digital Transformation Consultant,"Oslo, Norway",Digital Consulting,Full-time,corporate,1020652,1727258,NOK,"digital, consulting, business","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Digital Transformation Consultant in Oslo, Norway with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,5fbd2550-9f77-4f06-8ec4-eb16c001c957
Diversity and Inclusion Specialist,"Oslo, Norway",Human Resources,Full-time,corporate,777507,1315781,NOK,"hr, diversity, inclusion","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Diversity and Inclusion Specialist in Oslo, Norway with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,56e6f662-b9bd-4ce2-91b7-b0feae40a4e7
E-commerce Specialist,"Oslo, Norway",E-commerce,Full-time,corporate,860352,1455980,NOK,"ecommerce, digital, business","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced E-commerce Specialist in Oslo, Norway with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,d817321b-7961-4ebc-b7d1-7dcccc05e18d
AI Governance Specialist,"Zurich, Switzerland",Artificial Intelligence,Full-time,corporate,222028,363318,CHF,"ai, governance, compliance","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced AI Governance Specialist in Zurich, Switzerland with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,d78f767c-1ff0-4507-abd1-41c90065b046
AI Product Manager,"Zurich, Switzerland",Artificial Intelligence,Full-time,corporate,246109,402725,CHF,"ai, product, management","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced AI Product Manager in Zurich, Switzerland with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,a2381232-4d09-4429-8081-d09a23e34220
AI Trainer,"Zurich, Switzerland",Artificial Intelligence,Full-time,corporate,205993,337080,CHF,"ai, training, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced AI Trainer in Zurich, Switzerland with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,ee30602d-33ba-4e31-b2a4-d53eff3afef5
Carbon Emissions Analyst,"Zurich, Switzerland",Environmental Services,Full-time,corporate,171272,280264,CHF,"sustainability, environment, analytics","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Carbon Emissions Analyst in Zurich, Switzerland with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,8954a5bf-56ae-4af5-9247-c43e3241caa2
Climate Change Analyst,"Zurich, Switzerland",Environmental Services,Full-time,corporate,165585,270957,CHF,"environment, climate, analytics","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Climate Change Analyst in Zurich, Switzerland with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,8502f784-11d1-4fbf-ae8a-71f31dc5cd6d
Cloud Architect,"Zurich, Switzerland",Information Technology,Full-time,corporate,223799,366216,CHF,"cloud, architecture, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Cloud Architect in Zurich, Switzerland with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,53a1d78b-fc12-44c7-937f-d53eabe72f6a
Cloud Security Specialist,"Zurich, Switzerland",Cybersecurity,Full-time,corporate,197807,323684,CHF,"security, cloud, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cloud Security Specialist in Zurich, Switzerland with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,1cacda78-fc19-4eba-a149-e27e2b879e1d
Compliance Officer,"Zurich, Switzerland",Legal & Compliance,Full-time,corporate,168440,275630,CHF,"compliance, legal, business","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Compliance Officer in Zurich, Switzerland with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,8123d36b-270d-4aae-9310-a1a2f09237db
Corporate Social Responsibility Manager,"Zurich, Switzerland",Corporate Social Responsibility,Full-time,corporate,187341,306558,CHF,"csr, sustainability, management","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Corporate Social Responsibility Manager in Zurich, Switzerland with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,92d90568-5b51-42f0-8074-883e13b5ad4f
Customer Experience Designer,"Zurich, Switzerland",Customer Experience,Full-time,corporate,156843,256652,CHF,"customer, design, experience","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Customer Experience Designer in Zurich, Switzerland with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,f915c1f0-b7f1-4b89-9398-0b6925566884
Cybersecurity Analyst,"Zurich, Switzerland",Cybersecurity,Full-time,corporate,230022,376399,CHF,"security, cybersecurity, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Cybersecurity Analyst in Zurich, Switzerland with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,3f13abb3-0d50-4237-8a96-f6085ffee6b1
Data Governance Specialist,"Zurich, Switzerland",Data Management,Full-time,corporate,203734,333383,CHF,"data, governance, compliance","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Data Governance Specialist in Zurich, Switzerland with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,bfd5203a-cb17-4546-aa8d-286096726e8f
Data Privacy Officer,"Zurich, Switzerland",Data Management,Full-time,corporate,207654,339798,CHF,"data, privacy, compliance","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Data Privacy Officer in Zurich, Switzerland with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,bf00120c-9a6c-40a2-afe0-dc0c7e33d71e
Digital Content Manager,"Zurich, Switzerland",Marketing,Full-time,corporate,161970,265041,CHF,"content, digital, marketing","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Digital Content Manager in Zurich, Switzerland with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,579491d8-4875-4910-81dc-cc97ee1f3fab
Digital Transformation Consultant,"Zurich, Switzerland",Digital Consulting,Full-time,corporate,195775,320359,CHF,"digital, consulting, business","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Digital Transformation Consultant in Zurich, Switzerland with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,7374571b-e7a3-4f25-a04c-9632c1eb7689
Diversity and Inclusion Specialist,"Zurich, Switzerland",Human Resources,Full-time,corporate,165785,271284,CHF,"hr, diversity, inclusion","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Diversity and Inclusion Specialist in Zurich, Switzerland with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,fe93c875-e058-4c62-a2f8-5afde82d9093
E-commerce Specialist,"Zurich, Switzerland",E-commerce,Full-time,corporate,166333,272181,CHF,"ecommerce, digital, business","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced E-commerce Specialist in Zurich, Switzerland with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,51f51f5e-b193-4b14-a4c4-79f71ad01892
AI Governance Specialist,"Paris, France",Artificial Intelligence,Full-time,corporate,86813,149949,EUR,"ai, governance, compliance","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Governance Specialist in Paris, France with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,1c40939a-5805-4dea-b94f-9360839ef95b
AI Product Manager,"Paris, France",Artificial Intelligence,Full-time,corporate,89493,154579,EUR,"ai, product, management","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced AI Product Manager in Paris, France with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,c4fd95c9-ab91-4661-8730-0a9e5d468196
AI Trainer,"Paris, France",Artificial Intelligence,Full-time,corporate,76552,132226,EUR,"ai, training, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced AI Trainer in Paris, France with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,ed2eac29-f387-4698-8146-5997edd70cdc
Carbon Emissions Analyst,"Paris, France",Environmental Services,Full-time,corporate,61007,105376,EUR,"sustainability, environment, analytics","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Carbon Emissions Analyst in Paris, France with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,e9e25e3e-e237-4dc0-af8e-18b6bee31a88
Climate Change Analyst,"Paris, France",Environmental Services,Full-time,corporate,62061,107196,EUR,"environment, climate, analytics","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Climate Change Analyst in Paris, France with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,c6a6a8e3-30c7-4fd4-bd20-3ad3bdbf0b67
Cloud Architect,"Paris, France",Information Technology,Full-time,corporate,74080,127957,EUR,"cloud, architecture, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Cloud Architect in Paris, France with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,2ca12a10-6e96-42e0-9205-15a12069d24e
Cloud Security Specialist,"Paris, France",Cybersecurity,Full-time,corporate,72889,125900,EUR,"security, cloud, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Cloud Security Specialist in Paris, France with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,9fe91512-5f0b-4348-969d-1cb667335427
Compliance Officer,"Paris, France",Legal & Compliance,Full-time,corporate,61655,106496,EUR,"compliance, legal, business","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Compliance Officer in Paris, France with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,293c1d7f-1c00-46c4-8a45-ccfade90f086
Corporate Social Responsibility Manager,"Paris, France",Corporate Social Responsibility,Full-time,corporate,65687,113460,EUR,"csr, sustainability, management","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Corporate Social Responsibility Manager in Paris, France with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,b39bff6d-df31-4bc3-b20a-b6d2fb447e2c
Customer Experience Designer,"Paris, France",Customer Experience,Full-time,corporate,54246,93698,EUR,"customer, design, experience","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Customer Experience Designer in Paris, France with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,014fc1bc-2a9b-4882-b10c-522da4918f54
Cybersecurity Analyst,"Paris, France",Cybersecurity,Full-time,corporate,71803,124024,EUR,"security, cybersecurity, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cybersecurity Analyst in Paris, France with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,911cab56-0d84-4f73-996b-3b49e77b2f74
Data Governance Specialist,"Paris, France",Data Management,Full-time,corporate,72025,124408,EUR,"data, governance, compliance","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Data Governance Specialist in Paris, France with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,fbe79ccb-e9d9-40a1-94de-a3081ab202f2
Data Privacy Officer,"Paris, France",Data Management,Full-time,corporate,76358,131893,EUR,"data, privacy, compliance","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Data Privacy Officer in Paris, France with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,ad7f3beb-e687-45e8-9c02-692f6872d5f0
Digital Content Manager,"Paris, France",Marketing,Full-time,corporate,52346,90417,EUR,"content, digital, marketing","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Digital Content Manager in Paris, France with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,26c7c45a-702b-4dca-a18b-2ace8dbb209b
Digital Transformation Consultant,"Paris, France",Digital Consulting,Full-time,corporate,73311,126628,EUR,"digital, consulting, business","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Digital Transformation Consultant in Paris, France with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,5e48ec3c-c0d5-4ed4-9c9f-f93fcfa133e8
Diversity and Inclusion Specialist,"Paris, France",Human Resources,Full-time,corporate,63093,108979,EUR,"hr, diversity, inclusion","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Diversity and Inclusion Specialist in Paris, France with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,0547cea1-e2aa-45b5-a4bc-f8fd14b4a533
E-commerce Specialist,"Paris, France",E-commerce,Full-time,corporate,62793,108460,EUR,"ecommerce, digital, business","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced E-commerce Specialist in Paris, France with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,d63372ec-bf65-4082-958c-45ed0f4913de
AI Governance Specialist,"Copenhagen, Denmark",Artificial Intelligence,Full-time,corporate,751789,1278043,DKK,"ai, governance, compliance","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced AI Governance Specialist in Copenhagen, Denmark with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,689a08da-127a-49f9-8a14-f6ca84dd396a
AI Product Manager,"Copenhagen, Denmark",Artificial Intelligence,Full-time,corporate,854427,1452528,DKK,"ai, product, management","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced AI Product Manager in Copenhagen, Denmark with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,50d20d01-2172-4ec1-92b4-845bf58b6826
AI Trainer,"Copenhagen, Denmark",Artificial Intelligence,Full-time,corporate,791081,1344837,DKK,"ai, training, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced AI Trainer in Copenhagen, Denmark with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,7c907420-03ee-41cd-bc09-8c295bac2de3
Carbon Emissions Analyst,"Copenhagen, Denmark",Environmental Services,Full-time,corporate,618800,1051959,DKK,"sustainability, environment, analytics","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Carbon Emissions Analyst in Copenhagen, Denmark with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,e03e42ca-6647-47e2-bab9-c01a7e347d59
Climate Change Analyst,"Copenhagen, Denmark",Environmental Services,Full-time,corporate,539729,917538,DKK,"environment, climate, analytics","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Climate Change Analyst in Copenhagen, Denmark with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,43e8a9e7-307c-4d5d-a189-64a86049293d
Cloud Architect,"Copenhagen, Denmark",Information Technology,Full-time,corporate,866847,1473642,DKK,"cloud, architecture, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cloud Architect in Copenhagen, Denmark with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,bb823f3b-e70d-46f7-abc9-30af37f478ba
Cloud Security Specialist,"Copenhagen, Denmark",Cybersecurity,Full-time,corporate,747860,1271362,DKK,"security, cloud, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Cloud Security Specialist in Copenhagen, Denmark with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,6bb4a5d2-24fc-4823-9c8d-8100bd3149eb
